Degree,Field,SubField,COLLEGE,DURATION,COLLEGE FEE,NIRF AND OTHER RANK(2022),MIN MARKS FOR ELIGIBILITY,QUALIFIED DEGREE,Deadline ,ENTRANCE NAME AND DURATION,EXAM DETAILS,TEST DATE,APPLICATION PROCESS,APPLICATION FEE,SELECTION PROCESS,INTAKE,LINK,Scholarships/Fellowships,Unnamed: 19
Masters,Civil Engineering,Geotechnical Engineering,IIT Kharagpur,2 Years,45.85 K,OVERALL #6,GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale),Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.),October,GATE,General Aptitude (GA),,same as above, male candidates :1500 INR  ,GATE Score only or,22.0,http://www.iitkgp.ac.in/,,
Masters,Aerospace Engineering,Aerospace Engineering,IIT Kharagpur,2 Years,45.85 K,"OVERALL #6, ENGINEERING #5","GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale),  SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).",Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.),October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR","GATE Score only or, GATE Score (70 % weightage) and a personal interview (30 % weightage)",24.0,"http://www.iitkgp.ac.in/, https://gate.iitk.ac.in/",,
Masters,Chemistry,Chemistry,"IIT KANPUR, (other IITs have very similar processes)",2 Years,12000(TUITION)+63400(HOSTEL FEE),"RESEARCH:#1, Engineering #4, Research #6","GEN/OBC(NCL) :at least 55% or 5.5GP out of 10  , SC/ST: At least 50% or 5.0 out of 10","Candidate must have passed Bachelor’s degree from a recognized University with Chemistry for three years/six semesters. Candidate must have Mathematics as an essential subject at (10+2) level., Candidate must have Mathematics as an essential subject at (10+2) level.",October,"IIT JAM, exam duration 3 Hr","7 papers : 60 questions, three sections A, B, and C, Section A: 30 MCQs: 10Q 1 mark each, 20Q 2 marks each, Section A Negative marking -1/3(1 mark Q)and -2/3(2mark Q), Section B: 10 MSQs 2 mark each, Section C: 20 NAT questions: 10Q 1 mark each, 10Q 2 mark each, Subjects:Biotechnology (BL), Chemistry (CY), Geology (GG), Mathematics (MA), Mathematical Statistics (MS), Economics (EN), and Physics (PH)",,"1) REGISTER IIT JAM, 2) DOWNLOAD ADMIT CARD, 3) RESULTS, 4) ADMISSION TO HIGH RANKERS",https://jam.iitg.ac.in/application-fee.html,,49.0,"https://www.iitk.ac.in/chm/2-year-m-sc, https://www.iitk.ac.in/chm/, https://jam.iitg.ac.in/",,
Masters,Statistics,Statistics,IIT KANPUR,2 YEARS,12000(TUITION)+64300(HOSTEL),"OVERALL #5, ENGINEERING #4",,"Bachelor’s degree in a relevant Science discipline, Candidate must have passed Bachelor’s degree in Statistics or at least 30% of total courses in Bachelor’s degree should be in Statistics from a recognized University.",October,IIT JAM,https://jam.iitg.ac.in/,https://jam.iitg.ac.in/,"1) REGISTER IIT JAM, 2) DOWNLOAD ADMIT CARD, 3) RESULTS, 4) ADMISSION TO HIGH RANKERS",,,62.0,"https://www.iitk.ac.in/doaa/pgadmission/, https://jam.iitg.ac.in/",,
Masters,IT-ITeS,Computer Science,IIT Kanpur,2 Years,1.19 L,"OVERALL #5, ENGINEERING #4",aggregate of 55% marks/ 5.5 CPI GATE score,"e Bachelor's degree in Engineering/ Science or a Master's degree in science or equivalent professional degrees (AMIE etc.), GATE score waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year)",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR",rank obtained in GATE,,"https://gate.iitk.ac.in/, https://www.iitk.ac.in/",,
Masters,Chemical and Petrochemicals,Chemical Engineering,IIT Kanpur,2 Years,1.19 L,"OVERALL #5, ENGINEERING #4",aggregate of 55% marks/ 5.5 CPI GATE score,"e Bachelor's degree in Engineering/ Science or a Master's degree in science or equivalent professional degrees (AMIE etc.), GATE score waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year)",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR",rank obtained in GATE,,"https://gate.iitk.ac.in/, https://www.iitk.ac.in/",,
Masters,Mechanical Engineering,Mechanical Engineering,IIT Kanpur,2 Years,1.19 L,"OVERALL #5, ENGINEERING #4",aggregate of 55% marks/ 5.5 CPI GATE score,"e Bachelor's degree in Engineering/ Science or a Master's degree in science or equivalent professional degrees (AMIE etc.), GATE score waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year)",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR",rank obtained in GATE,,"https://gate.iitk.ac.in/, https://www.iitk.ac.in/",,
Masters,Electrical Engineering,Electrical Engineering,IIT Kanpur,2 Years,1.19 L,"OVERALL #5, ENGINEERING #4",aggregate of 55% marks/ 5.5 CPI GATE score,"e Bachelor's degree in Engineering/ Science or a Master's degree in science or equivalent professional degrees (AMIE etc.), GATE score waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year)",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR",rank obtained in GATE,,"https://gate.iitk.ac.in/, https://www.iitk.ac.in/",,
Masters,Civil Engineering,Civil Engineering,IIT Kanpur,2 Years,1.19 L,"OVERALL #5, ENGINEERING #4",aggregate of 55% marks/ 5.5 CPI GATE score,"e Bachelor's degree in Engineering/ Science or a Master's degree in science or equivalent professional degrees (AMIE etc.), GATE score waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year)",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR",rank obtained in GATE,,"https://gate.iitk.ac.in/, https://www.iitk.ac.in/",,
Masters,Aerospace Engineering,Aerospace Engineering,IIT Kanpur,2 Years,1.19 L,"OVERALL #5, ENGINEERING #4",aggregate of 55% marks/ 5.5 CPI GATE score," Bachelor's degree in Engineering/ Science or a Master's degree in science or equivalent professional degrees (AMIE etc.), GATE score waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year)",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR",rank obtained in GATE,,"https://gate.iitk.ac.in/, https://www.iitk.ac.in/",,
Masters,IT-ITeS,Computer Science,IIT Jodhpur,2 Years,1.17 L,ENGINEERING #30,"CPI of 6.5 or 60% of marks or First Class in the qualifying degree, B.Tech. from any of the IITs CPI or CGPA 8/10 or above. The requirement of valid GATE score is exempted.","valid score of GATE (except those having BTech degrees from an IIT with a minimum CPI of 7.0), MSc (Mathematics/Mathematics & Computing/Statistics), Bachelor’s degree in Engineering, MSc (Computer Science/Information Technology) or equivalent in an appropriate area, Graduates (AMIETE) , (IETE), or MCA",,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form."," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR","GATE and test(if any), Interview for shortlisted",,"https://www.iitj.ac.in/, https://gate.iitk.ac.in/",,
Masters,Chemical and Petrochemicals,Chemical Engineering,IIT Jodhpur,2 Years,1.17 L,ENGINEERING #30,"CPI of 6.5 or 60% of marks or First Class in the qualifying degree, B.Tech. from any of the IITs CPI or CGPA 8/10 or above. The requirement of valid GATE score is exempted.","valid score of GATE (except those having BTech degrees from an IIT with a minimum CPI of 7.0), MSc (Mathematics/Mathematics & Computing/Statistics), Bachelor’s degree in Engineering, MSc (Computer Science/Information Technology) or equivalent in an appropriate area, Graduates (AMIETE) , (IETE), or MCA",,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form."," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR","GATE and test(if any), Interview for shortlisted",,"https://www.iitj.ac.in/, https://gate.iitk.ac.in/",,
Masters,IT-ITeS,Computer Science,IIT Hyderabad,2 Years,₹92300,"OVERALL #14, ENGINEERING #9",Graduation with 60%,"BTech/BE/MSc/Equivalent Degree, or an MSc/ MS/ MCA degree in CS/ IT/ Maths, valid GATE score, professional qualifications recognized by AICTE, like AMIE",,,,,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form.",,"written test , interview",35.0,"https://iith.ac.in/, https://gate.iitk.ac.in/",,
Masters,Chemical and Petrochemicals,Chemical Engineering,IIT Hyderabad,2 Years,₹68300,"OVERALL #14, ENGINEERING #9",Graduation with 60%,"BTech/BE/MSc/Equivalent Degree, or an MSc/ MS/ MCA degree in CS/ IT/ Maths, valid GATE score, professional qualifications recognized by AICTE, like AMIE",,,,,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form.",,"written test , interview",,"https://iith.ac.in/, https://gate.iitk.ac.in/",,
Masters,Mechanical Engineering,Thermofluid Engineering,IIT Hyderabad,2 Years,₹68300,"OVERALL #14, ENGINEERING #9",Graduation with 60%,"BTech/BE/MSc/Equivalent Degree, or an MSc/ MS/ MCA degree in CS/ IT/ Maths, valid GATE score, professional qualifications recognized by AICTE, like AMIE",,,,,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form.",,"written test , interview",,"https://iith.ac.in/, https://gate.iitk.ac.in/",,
Masters,Electrical Engineering,Electrical Engineering,IIT Hyderabad,2 Years,68.30 K,"OVERALL #14, ENGINEERING #9",Graduation with 60%,"BTech/BE/MSc/Equivalent Degree, or an MSc/ MS/ MCA degree in CS/ IT/ Maths, valid GATE score, professional qualifications recognized by AICTE, like AMIE",,,,,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form.",,"written test , interview",,"https://iith.ac.in/, https://gate.iitk.ac.in/",,
Masters,Aerospace Engineering,Aerospace Engineering,IIT Hyderabad,2 Years,₹92300,"OVERALL #14, ENGINEERING #9",Graduation with 60%,"BTech/BE/MSc/Equivalent Degree, or an MSc/ MS/ MCA degree in CS/ IT/ Maths, valid GATE score, professional qualifications recognized by AICTE, like AMIE",,,,,"Register for the exam tp create unique id and password, Log in  and enter personal information, Upload photograph, signature and other documents, Enter the GATE paper (subject) and Choice of examination cities, Pay the application fee through any of the electronic payment modes., After submission, check the status of the application form.",,"written test , interview",35.0,"https://iith.ac.in/, https://gate.iitk.ac.in/",,
Masters,IT-ITeS,Computer Science and Engineering,IIT Guwahati,2 Years,₹ 53.15 K,"OVERALL #8, ENGINEERING #7",CPI of 6.5 or 60% of marks or First Class in the qualifying degree,"valid score of GATE (except those having BTech degrees from an IIT with a minimum CPI of 7.0), MSc (Mathematics/Mathematics & Computing/Statistics), Bachelor’s degree in Engineering, MSc (Computer Science/Information Technology) or equivalent in an appropriate area, Graduates (AMIETE) , (IETE), or MCA",October,"GATE, 3 Hours","General Aptitude (GA), Candidate Selected Subject, 65 Questions (including 10 questions from General Aptitude), https://gate.iitk.ac.in/",,same as above," male candidates :1500 INR  , female/SC/ST/OBC candIdates is 750 INR","GATE, Group Discussion and personal interview",68.0,"https://www.iitg.ac.in/, https://gate.iitk.ac.in/",,
